ca,cati,cati_url,endereco,municipio,email,telefone,responsavel,tecnicos,tem_dados
CA de Guaiçara,CATI Regional de Lins,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Lins,"Endereço: Av 9 de Julho, 467 - Centro - CEP 16.430-037 - CEP: 16430-000",Município: Guaiçara,E-mail: ca.guaicara@cati.sp.gov.br; edson.savazaki@sp.gov.br,Telefone: (14) 3547-1236,Responsável: Eng. Agr. Edson Tadashi Savazaki,Técnicos:,True
CA de Guaimbê,CATI Regional de Lins,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Lins,"Endereço: Rua Rui Barbosa, nº 436; CEP: 16.480-019. - CEP: 16480-019",Município: Guaimbê,E-mail: ute.lins@cati.sp.gov.br,Telefone: (14) 3553-1158,Responsável: Eng. Agr. Luiz Antonio Sanches Murakami,Técnicos: Irineu Rapuzeiro (Prefeitura Municipal),True
CA de Guaíra,CATI Regional de Barretos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Barretos,"Endereço: Rua Vinte, 267 - CEP: 14790-000",Município: Guaíra,E-mail: ca.guaira@cati.sp.gov.br,Telefone: (17) 3331-2139,Responsável: Eng. Agr. Rolando Salomão Carvalho Custódio do Nascimento,Técnicos:,True
CA de Guapiaçu,CATI Regional de São José do Rio Preto,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jos%C3%A9%20do%20Rio%20Preto,"Endereço: Rua Rui Barbosa, nº 817 - CEP: 15110-000",Município: Guapiaçu,E-mail:,Telefone: (17) 3267-1412,Responsável: Eng. Agr. Ricardo Domingos Luiz Pereira,Técnicos: Zoot. Leandro Costa Falco (Conveniado Pref. Municipal),True
CA de Guapiara,CATI Regional de Itapeva,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Itapeva,"Endereço: Rua Vitalino Pagliato, 103 - CEP: 18310-000",Município: Guapiara,E-mail: ca.guapiara@cati.sp.gov.br,Telefone: (15) 3547-1234,Responsável: Eng. Agr. Emmanuel Afonso Souza Moraes,Técnicos:,True
CA de Guará,CATI Regional de Orlândia,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Orl%C3%A2ndia,"Endereço: Rua Washington Luiz, 343 - CEP: 14580-000",Município: Guará,E-mail:,Telefone: (16) 3831-1387,Responsável:,Técnicos: Eng. Agr. Sérgio Luís da Rocha (Convênio Prefeitura Municipal).,True
CA de Guaraçaí,CATI Regional de Andradina,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Andradina,"Endereço: Rua Hideo Mori, 1197 - CEP: 16980-000",Município: Guaraçaí,E-mail: edr.andradina@cati.sp.gov.br / agriculturaguaracai@hotmail.com,Telefone: (18) 3705-1782,Responsável: Engenheiro Agrônomo Renato Prates de Araújo,Técnicos: Engenheiro Agrônomo Marcelo Hissashi Shinohara - Departamento de Agricultura de Guaraçai (PM),True
CA de Guaraci,CATI Regional de Barretos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Barretos,"Endereço: Rua Washington Correia da Silva, 1.042 - CEP: 15420-000",Município: Guaraci,E-mail: ca.guaraci@cati.sp.gov.br,Telefone: (17) 3815-1211,Responsável: Eng. Agr. Rolando Salomão Carvalho Custódio do Nascimento,Técnicos:,True
CA de Guarani d'Oeste,CATI Regional de Fernandópolis,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Fernand%C3%B3polis,"Endereço: Rua Antonio Z. de Oliveira,1.309 - CEP: 15680-000",Município: Guarani d'Oeste,E-mail: ca.guarani@cati.sp.gov.br,Telefone: (17) 3834-1130,Responsável: Eng.ª Agr.ª Renata Danielle Cardoso,Técnicos: Eng.º Agr.º Renata Danielle Cardoso.,True
CA de Guarantã,CATI Regional de Lins,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Lins,"Endereço: Rua Professor Sud Menucci 324, Centro - CEP: 16570-000-076",Município: Guarantã,E-mail: ca.guaranta@cati.sp.gov.br; delso.borges@sp.gov.br,Telefone: CA: (14) 3586-1308 ou Delso: (14) 99103-8649,Responsável: Méd. Veterinário Delso F. Borges Filho,Técnicos: Eng. Agr. João Paulo Bernegozzi,True
CA de Guararapes,CATI Regional de Araçatuba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ara%C3%A7atuba,"Endereço: Av. Rio Branco, 731 - CEP: 16700-000",Município: Guararapes,E-mail: ca.guararapes@cati.sp.gov.br,Telefone: (18) 3606-1277,Responsável: Méd. Vet. João Holgado Vicente (SAA),Técnicos: Técnico Agrícola Altair Pereira Neves (Convênio Prefeitura Municipal/SAA) Técnico Agrícola Wilson Stringhetta (Convênio Prefeitura Municipal/SAA),True
CA de Guararema,CATI Regional de Mogi das Cruzes,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Mogi%20das%20Cruzes,"Endereço: Rua 19 de Setembro, 127 - CEP: 08900-000",Município: Guararema,E-mail: ca.guararema@cati.sp.gov.br / alves.pereira@cati.sp.gov.br,Telefone: (11) 4693-1332,Responsável: Eng. Agr. Renato Alves Pereira,Técnicos:,True
Guaratinguetá,,,,,,,,,False
CA de Guareí,CATI Regional de Itapetininga,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Itapetininga,"Endereço: Rua Aristides da Costa Barros, 164 - CEP: 18250-000",Município: Guareí,E-mail: edvaldo.fukuchi@sp.gov.br,Telefone: (15) 3258-1155,Responsável: Engenheiro Agrônomo Edvaldo Fukuchi,Técnicos: Eng. Agr. Renan Vieira - Prefeitura Municipal de Guarei,True
CA de Guariba,CATI Regional de Jaboticabal,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Jaboticabal,"Endereço: Rua Rui Barbosa, 245 - CEP: 14840-000",Município: Guariba,E-mail: edr.jaboticabal@cati.sp.gov.br,Telefone: (16) 3202-3746,Responsável: Engª. Agrª. Maria Cândida Sacco Marcelino,"Técnicos: Atendimento da Casa da Agricultura de Jaboticabal. Av. Treze de Maio, 946 - Jaboticabal/SP",True
Guarujá,,,,,,,,,False
Guarulhos,,,,,,,,,False
CA de Guatapará,CATI Regional de Ribeirão Preto,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ribeir%C3%A3o%20Preto,"Endereço: Rua Sibipiruna, 335 - CEP: 14115-000",Município: Guatapará,E-mail: ca.guatapara@cati.sp.gov.br,Telefone: ( 16 ) 3973-0325/ (16) 99992-5787,Responsável: Eng. Agr. Carlos Henrique de Paula e Silva,Técnicos: Técnico Agropecuário Cláudio Aparecido Nunes (Convênio Prefeitura Municipal).,True
CA de Guzolândia,CATI Regional de General Salgado,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20General%20Salgado,"Endereço: Rua Antônio Cezarin, 500, Limoeiro - CEP: 15355-000",Município: Guzolândia,E-mail: ca.guzolandia@cati.sp.gov.br,Telefone: (17) 3637-1106,Responsável: Eng. Agr. Sara Dias da Silva Lisboa,Técnicos: Eng. Agr. Sara Dias da Silva Lisboa (Convênio SAA/PM).,True
CA de Herculândia,CATI Regional de Tupã,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Tup%C3%A3,"Endereço: Rua XV de Novembro, nº 338 - CEP: 17650-000",Município: Herculândia,E-mail: ca.herculandia@cati.sp.gov.br,Telefone: (14)3486-1233,Responsável: Engº Agrº Marcos Antônio Limas Segóvia (Convênio Prefeitura Municipal),Técnicos:,True
CA de Holambra,CATI Regional de Mogi Mirim,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Mogi%20Mirim,"Endereço: Al. Mauricio de Nassau, 444 - CEP: 13825000",Município: Holambra,E-mail: edr.mogimirim@cati.sp.gov.br,Telefone: (19)3802-8000,Responsável: Eng. Agr. HEITOR LUIZ HEIDERICH ROZA,Técnicos: não há,True
Hortolândia,,,,,,,,,False
CA de Iacanga,CATI Regional de Bauru,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Bauru,"Endereço: Av. Laemert Garcia Santos, 487 - CEP: 17180-000",Município: Iacanga,E-mail: ca.iacanga@cati.sp.gov.br /valeria.pietro@sp.gov.br,Telefone: (14) 32941180 / (14) 996733695,Responsável: Engª. Agrª. Valéria De Pietro,Técnicos: Eng. Agr. Valéria de Pietro; Biol. Tamiris Teixeira Verjão (Convênio SEIAA),True
CA de Iacri,CATI Regional de Tupã,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Tup%C3%A3,"Endereço: Rua São Luiz, nº 1322 - CEP: 17680-000",Município: Iacri,E-mail: ca.iacri@cati.sp.gov.br,Telefone: (14)3489-1245,Responsável: Zootec. Rodrigo Luis Lemes,Técnicos:,True
CA de Iaras,CATI Regional de Avaré,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Avar%C3%A9,"Endereço: Praça da Monção, S/N. Centro - CEP: 18775-000",Município: Iaras,E-mail: ca.iaras@cati.sp.gov.br,Telefone: (14) 3764-9403,Responsável: Eng. Agr. Eliseu Aires de Melo,Técnicos: Tec. Agropecuario Marcos Vinicius da Silva (Convênio Prefeitura Paulista).,True
Ibaté,,,,,,,,,False
CA de Ibirá,CATI Regional de Catanduva,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Catanduva,"Endereço: R. Gabriel Sanches, nº 725 - CEP: 15860-000",Município: Ibirá,E-mail: ca.ibira@cati.sp.gov.br,Telefone: (17) 3551-1216,Responsável: Eng. Agr. Claudio Giusti de Souza,Técnicos: Eng. Agr. Vicente Augusto Geraldini (Convênio Prefeitura Municipal). Méd. Vet. Hamilton Antonio dos Santos Junior,True
CA de Ibirarema,CATI Regional de Assis,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Assis,"Endereço: R. Joaquim Batista Ribeiro, n.º 298 - CEP: 19940-000",Município: Ibirarema,E-mail: ca.ibirarema@cati.sp.gov.br,Telefone: (14) 3307-1279,Responsável: Eng. Agr. Mário Augusto Totti,Técnicos:,True
CA de Ibitinga,CATI Regional de Jaboticabal,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Jaboticabal,"Endereço: Av. Dom Pedro II, nº 1351 - CEP: 14.940-000",Município: Ibitinga,E-mail: ca.ibitinga@cati.sp.gov.br,Telefone: (16) 3342-2133,Responsável: Eng. Agr. Carlos Roberto Malosso,Técnicos: Antônio Ribeiro (Tecnico de Apoio Agropecuário),True
CA de Ibiúna,CATI Regional de Sorocaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Sorocaba,"Endereço: Av. São Sebastião, nº 497 - CEP: 18150-000",Município: Ibiúna,E-mail: arnaldo.leite@sp.gov.br,Telefone: (15) 3241-1554,Responsável: Eng.Agr. Arnaldo Prado Leite Junior,Técnicos:,True
CA de Icém,CATI Regional de São José do Rio Preto,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jos%C3%A9%20do%20Rio%20Preto,"Endereço: Av. Balbina Ribeiro Silveira, s/n - CEP: 15460-000",Município: Icém,E-mail:,Telefone: (17) 3282-2220,Responsável: Eng. Agr. Ricardo Domingos Luiz Pereira,"Técnicos: Eng. Agr. Júlio César Faustini (Convênio Prefeitura Municipal),Zootec. Dermeval Ribeiro Borges Jr.(Convênio Prefeitura Municipal).",True
CA de Iepê,CATI Regional de Presidente Prudente,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Presidente%20Prudente,"Endereço: Rua São Paulo, nº 37 - CEP: 19640-000",Município: Iepê,E-mail:,Telefone: (18) 3264-1351,Responsável: Eng. Agr. Marco Aurélio Fernandes,"Técnicos: Eng. Agr. Humberto Evangelista Pires (Convênio Prefeitura Municipal),Méd. Vet. Neber Adib Zakir(Convênio Prefeitura Municipal),Eng. Agr. Rogério Carlos de Souza (Convênio Prefeitura Municipal).",True
CA de Igaraçu do Tietê,CATI Regional de Jaú,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ja%C3%BA,"Endereço: Rua Amando Simões, 349 - CEP: 17350-000",Município: Igaraçu do Tietê,E-mail: edr.jau@cati.sp.gov.br; ca.macatuba@cati.sp.gov.br,Telefone: (14) 99762-6086,Responsável: Med Vet. Julio Simões Marcondes,Técnicos: Engº Agrº Cristiano Coneglian,True
CA de Igarapava,CATI Regional de Orlândia,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Orl%C3%A2ndia,"Endereço: Rua Padre Zeferino, 578 - CEP: 14540-000",Município: Igarapava,E-mail: paulo.barcelos@sp.gov.br,Telefone: (16) 3172-1500,"Responsável: PAULO HENRIQUE SOARES BARCELOS, Eng. Agrônomo",Técnicos:,True
Igaratá,,,,,,,,,False
CA de Iguape,CATI Regional de Registro,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Registro,"Endereço: Rua dos Estudantes, nº 02 - CEP:",Município: Iguape,E-mail: edr.registro@cdrs.sp.gov.br,Telefone: (13) 3841-1283,Responsável: Tais Cristina Canola,"Técnicos: Técnico de Apoio Agropecuário Maurício Antunes, Assistente Agropecuário Eidrian Diones dos Santos",True
Ilhabela,,,,,,,,,False
CA de Ilha Comprida,CATI Regional de Registro,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Registro,Endereço: - CEP:,Município: Ilha Comprida,E-mail: edr.registro@cdrs.sp.gov.br,Telefone: (13) 997433516,Responsável: Tais Cristina Canola,Técnicos:,True
CA de Ilha Solteira,CATI Regional de Andradina,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Andradina,"Endereço: Rua G, nº 52, Jardim Novo Horizonte - CEP: 15385-000",Município: Ilha Solteira,E-mail: cidinei.souza@cati.sp.gov.br,Telefone: 13-99650-9995,Responsável: Eng. Agrônomo Renato Prates de Araújo,Técnicos: Eng. Agr. Cidinei Santos de Souza - Chefe da Casa da Agricultura,True
CA de Indaiatuba,CATI Regional de Campinas,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Campinas,"Endereço: Rua Osvaldo Cruz, nº 243 - CEP: 13330-000",Município: Indaiatuba,E-mail: ca.indaiatuba@cati.sp.gov.br,Telefone: (19) 3834-2266,Responsável: Eng. Agr. Rodrigo Baccan,Técnicos:,True
CA de Indiana,CATI Regional de Presidente Prudente,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Presidente%20Prudente,"Endereço: Av. Rui Barbosa, nº 92 - CEP: 19560-000",Município: Indiana,E-mail:,Telefone: (18) 3995-1300,Responsável: Eng. Agr. Marco Aurélio Fernandes,"Técnicos: Eng. Agr. Márcia Regina Vivan Ferreira (Convênio Prefeitura Municipal),Méd. Vet. Paulo Tiago Ferreira Aurélio (Convênio Prefeitura Municipal.",True
CA de Indiaporã,CATI Regional de Fernandópolis,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Fernand%C3%B3polis,"Endereço: Rua Faustino Moreira Gonçalves, 1270 - CEP: 15690-000",Município: Indiaporã,E-mail: ca.indiapora@cati.sp.gov.br,Telefone: (17) 3842-1239,Responsável: Eng.º Agr.º Sérgio Luiz Dótoli,"Técnicos: Méd. Vet. Élcio Rene Crepaldi (Convênio Prefeitura Municipal),Eng. Agr. Sérgio Luiz Dótoli(Convênio Prefeitura Municipal),Eng. Amb. Heidson Bruno Neves (Convênio Prefeitura Municipal).",True
CA de Inúbia Paulista,CATI Regional de Tupã,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Tup%C3%A3,"Endereço: Rua Kenji Muramatsu, nº 455 - CEP: 17760-000",Município: Inúbia Paulista,E-mail: ca.inubia@cati.sp.gv.br,Telefone: (18)3556-1173,Responsável: Engº Agrº Mário André Gimenes Otoboni (Convênio Prefeitura Municipal),Técnicos:,True
CA de Ipaussu,CATI Regional de Ourinhos,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Ourinhos,"Endereço: Rua Salvador Melchior, 276 - CEP: 18950-000",Município: Ipaussu,E-mail: ca.ipaussu@cati.sp.gov.br,Telefone: (14) 3344-1821,Responsável: Eng. Agr. Sérgio Luis Villas Boas Tambara,Técnicos:,True
CA de Iperó,CATI Regional de Sorocaba,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Sorocaba,"Endereço: Rua Egídio Gasparini, nº 20 - CEP: 18560-000",Município: Iperó,E-mail: carlos.maluf@sp.gov.br,Telefone: (15) 3266-3694,Responsável: Eng. Agr. Carlos Eduardo Maluf,Técnicos:,True
CA de Ipeúna,CATI Regional de Limeira,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Limeira,"Endereço: Av. Um, 62 - CEP: 13537-000",Município: Ipeúna,E-mail: ca.ipeuna@cati.sp.gov.br,Telefone: (19) 3576-1229,Responsável: Eng. Agr. Marcos Jonatan Amici Jorge,Técnicos: Méd. Vet. Giane de Barros (Convênio - Prefeitura Municipal) e Lucinéia Aparecida dos Santos Arruda Del Nero (Oficial de Apoio Agropecuário).,True
CA de Ipiguá,CATI Regional de São José do Rio Preto,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20S%C3%A3o%20Jos%C3%A9%20do%20Rio%20Preto,"Endereço: Rua Paulo Barbosa, 230 - CEP: 15108-000",Município: Ipiguá,E-mail: ca.ipigua@cati.sp.gov.br,Telefone: (17) 3269-9004,Responsável: Eng. Agr. Ricardo Domingos Luiz Pereira,Técnicos:,True
CA de Iporanga,CATI Regional de Registro,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Registro,"Endereço: Praça Honório Corrêa, nº 30 - CEP: 18330-000",Município: Iporanga,E-mail: ca.iporanga@cdrs.sp.gov.br,Telefone: (15) 3556-1221,Responsável: Tais Cristina Canola,Técnicos: Oficial de Apoio Agropecuário Rivaldo Maciel e Zootec. Thiago Ramon da Silva Lisboa (Convênio Prefeitura Municipal),True
CA de Ipuã,CATI Regional de Orlândia,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Orl%C3%A2ndia,"Endereço: Av. Rui Barbosa, 760 - CEP: 14610-000",Município: Ipuã,E-mail: juscelino.maruno@sp.gov.br,Telefone: (16) 3832-1422,Responsável: Juscelino Maruno,Técnicos: Eng. Agr. Juscelino Maruno.,True
CA de Iracemápolis,CATI Regional de Limeira,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Limeira,"Endereço: Rua Pedro Chinellatto, 219 - Centro - CEP: 13495-000",Município: Iracemápolis,E-mail: ca.iracemapolis@cati.sp.gov.br,Telefone: (19) 3456-2066,Responsável: Eng. Agr. Marcos Jonatan Amici Jorge,Técnicos: Eng. Agr. Daniel Henrique Mayer (Convênio - Prefeitura Municipal).,True
CA de Irapuã,CATI Regional de Catanduva,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Catanduva,"Endereço: Rua São Sebastião, nº 456 - CEP: 14990-000",Município: Irapuã,E-mail: ca.irapua@cati.sp.gov.br,Telefone: (17) 3556-1135,Responsável: Eng. Agr. Claudio Giusti de Souza,Técnicos: Engº Agrº. Francisco Miguel Rumi (Convênio Prefeitura Municipal),True
CA de Irapuru,CATI Regional de Dracena,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Dracena,"Endereço: Rua Pedro Leite Ribeiro, 28 - CEP: 17880-000",Município: Irapuru,E-mail: ca.irapuru@cati.sp.gov.br,Telefone: (18) 3861-1221,Responsável: Eng. Agr. Paulo Sergio Martin,Técnicos: Méd. Vet. Andrea Maria Furlanetti. Eng. Agr. Douglas Antonio Zana (Convênio Prefeitura Municipal).,True
CA de Itaberá,CATI Regional de Itapeva,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Itapeva,"Endereço: RUA 09 DE JULHO, 186 - CENTRO - CEP: 18440-000",Município: Itaberá,E-mail: ca.itabera@cati.sp.gov.br,Telefone: (15)3562- 1140,Responsável: Eng. Agr. Emmanuel Afonso Souza Moraes,Técnicos:,True
CA de Itaí,CATI Regional de Avaré,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Avar%C3%A9,"Endereço: Rua Salvador de Freitas, 600 - CEP: 18730-000",Município: Itaí,E-mail: ana.silva@sp.gov.br,Telefone: (14) 37614204,Responsável: Eng. Agr. Ana Caroline da Silva,Técnicos:,True
CA de Itajobi,CATI Regional de Catanduva,https://www.cati.sp.gov.br/portal/institucional/enderecos?EnderecoSearch%5Bpesquisa%5D=CATI%20Regional%20de%20Catanduva,"Endereço: Rua Pedro de Toledo, nº 779 - CEP: 15840-000",Município: Itajobi,E-mail: ca.itajobi@cati.sp.gov.br,Telefone: (17) 3546-1126,Responsável: Eng. Agr. Claudio Giusti de Souza,Técnicos: Eng. Agr. Fernando Luis Fiori (Convenio Prefeitura Municipal) Engº. Agrº. Marcos Traldi Med. Vet. João Luis Cardoso de Oliveira (Convenio Prefeitura Municipal),True
